Customer ID,segment,recency,frequency,monetary,churn_risk
13896,At Risk,257,1,388.55,0.65309334
15176,At Risk,298,1,988.04,0.6528524
13000,At Risk,356,1,497.65,0.65282995
15154,New Customers,109,2,1091.99,0.65269333
15477,At Risk,280,1,368.4,0.6524255
14938,At Risk,193,2,2322.43,0.6523993
14724,At Risk,221,1,345.25,0.6521356
18111,At Risk,220,1,405.85,0.6520338
13829,New Customers,52,1,102.0,0.65161365
17246,At Risk,177,2,38.92,0.65135956
16604,At Risk,194,2,432.4500000000001,0.65048504
13734,New Customers,139,4,6701.640000000001,0.6496794
14200,At Risk,248,1,379.2,0.64827824
16847,At Risk,249,1,421.45,0.6479048
16453,At Risk,161,2,251.71,0.64790106
15846,New Customers,16,1,107.01,0.6476754
14318,New Customers,91,1,158.02,0.6475952
12964,New Customers,68,1,132.24,0.6475565
17571,At Risk,173,1,205.24,0.64749885
18132,New Customers,135,1,226.9,0.6470407
15543,New Customers,90,1,114.98,0.64702314
17820,New Customers,5,1,183.56,0.64693177
17999,New Customers,9,1,158.5,0.646697
17248,New Customers,112,1,227.51,0.6465398
17260,New Customers,42,1,120.95,0.6463733
15165,New Customers,4,1,975.5,0.6461787
17261,New Customers,140,1,230.44,0.6461559
18208,At Risk,196,1,360.08,0.6458582
17094,New Customers,54,1,100.2,0.6458138
15216,At Risk,250,1,389.49,0.64522594
12831,New Customers,94,2,236.06,0.6447893
13254,New Customers,7,1,51.41,0.64478403
13195,New Customers,45,1,172.38,0.6446159
17880,At Risk,270,2,366.0,0.6445981
15152,At Risk,332,1,518.14,0.64451104
13549,New Customers,18,1,87.6,0.6440841
13912,New Customers,55,1,124.95,0.6440113
14330,At Risk,255,1,200.63,0.6436772
12746,At Risk,171,1,254.55,0.6436656
13164,At Risk,200,2,372.2,0.643642
16845,At Risk,249,1,253.88,0.64361334
15094,New Customers,94,2,83.0,0.64338154
14668,New Customers,76,1,111.63,0.6428036
17563,At Risk,209,2,392.38,0.6426727
14683,At Risk,219,1,146.56,0.6426507
16974,At Risk,153,2,365.5,0.64199245
13056,At Risk,182,1,209.48,0.64144075
14238,At Risk,293,2,287.38,0.6413034
14982,At Risk,203,1,237.78,0.64124864
14166,New Customers,136,2,256.85,0.640883
14575,New Customers,119,1,460.71,0.6407618
14361,At Risk,209,1,214.71,0.64055604
15982,At Risk,236,1,324.51,0.6400631
17532,New Customers,17,1,65.34,0.6397428
16585,At Risk,224,2,341.59000000000003,0.6396128
15413,At Risk,322,5,6798.72,0.63942146
13083,New Customers,56,1,91.68,0.6393915
17057,At Risk,227,1,294.74,0.63938683
15126,At Risk,167,2,449.49,0.6393672
15711,At Risk,187,2,420.25,0.6391863
15231,At Risk,252,1,250.26,0.6388926
12459,At Risk,236,1,454.36,0.63887155
17278,At Risk,196,1,25.2,0.63851285
15788,New Customers,139,1,221.83,0.63825744
14736,New Customers,116,2,401.08,0.63806087
15378,New Customers,93,2,246.5,0.63781965
16046,At Risk,193,1,235.78,0.6377777
15682,At Risk,230,2,318.24,0.6373837
12780,At Risk,230,1,337.4,0.6370932
14721,New Customers,10,1,115.77,0.6370258
12499,At Risk,191,1,393.72,0.6369924
13943,At Risk,208,1,246.54,0.63692343
12948,At Risk,361,2,252.48,0.63655084
16299,New Customers,108,1,193.65,0.63602656
17715,At Risk,223,1,163.2,0.6358056
14876,At Risk,152,2,256.7,0.6355563
15091,At Risk,305,2,565.9,0.63542944
16752,New Customers,3,1,415.0,0.63540095
16937,New Customers,130,1,202.1,0.63469887
13084,New Customers,123,1,122.4,0.6344385
18053,At Risk,156,2,271.05,0.63383764
13547,New Customers,39,1,175.53,0.6337327
17559,At Risk,143,1,167.62,0.6337056
16443,At Risk,151,1,162.24,0.63354725
15029,At Risk,250,1,365.1,0.6335442
14845,At Risk,230,1,150.0,0.6333734
17294,At Risk,300,2,467.79,0.632582
18021,New Customers,140,2,227.06,0.6322909
13096,New Customers,25,1,419.7000000000001,0.6321469
12789,New Customers,143,2,181.5,0.63212866
17275,New Customers,14,1,114.52,0.6319827
12698,At Risk,221,1,339.75,0.6319722
15546,At Risk,237,2,1079.1,0.6312518
18253,At Risk,273,1,317.88,0.6308206
12439,At Risk,313,2,1158.18,0.63069075
17805,At Risk,241,1,414.72,0.6297401
17749,At Risk,177,1,351.66,0.6297196
13825,At Risk,252,2,255.59,0.6296915
16267,At Risk,222,1,186.66,0.6293374
14957,At Risk,275,1,274.8,0.6291527
17026,New Customers,48,1,21.0,0.6290572
16139,At Risk,353,2,475.74,0.62884676
18273,At Risk,221,1,153.0,0.62877715
14962,At Risk,170,3,240.21000000000004,0.62803113
14487,New Customers,10,1,132.18,0.6279915
15828,New Customers,6,1,1108.82,0.62765765
14253,New Customers,124,2,363.4,0.627649
14579,New Customers,63,1,105.56,0.6275623
17386,New Customers,16,1,126.35,0.6274626
15724,New Customers,31,1,92.6,0.6271791
17718,At Risk,276,1,299.83,0.6267121
18197,At Risk,206,1,230.1,0.62610394
18048,New Customers,124,1,229.44,0.6256473
12796,At Risk,259,1,381.0,0.62497514
14471,At Risk,222,2,400.95,0.62471426
12487,At Risk,361,1,285.3,0.6242536
13775,At Risk,221,1,1049.66,0.62404495
13612,At Risk,263,1,818.29,0.6238676
15770,At Risk,243,1,321.45,0.6235323
13676,At Risk,170,2,243.9,0.62349963
13442,At Risk,298,3,419.87,0.6234735
16834,At Risk,305,1,485.5,0.623364
15282,At Risk,201,1,348.59,0.6233431
14774,At Risk,159,1,241.45,0.62329394
17208,New Customers,26,1,115.35,0.62323254
15273,At Risk,230,1,228.96,0.6232267
16473,New Customers,5,1,154.72,0.62320256
16733,At Risk,161,1,259.68,0.6231122
17772,New Customers,23,1,202.0,0.62198365
15597,At Risk,206,1,238.8,0.6219248
14630,New Customers,115,1,338.65,0.62175345
17467,New Customers,26,1,102.6,0.6217111
14831,At Risk,311,3,1676.57,0.62128586
12652,New Customers,65,1,97.05,0.62111884
14727,At Risk,177,2,199.35,0.62094134
14793,At Risk,166,1,396.91,0.6209285
16321,At Risk,257,2,230.9,0.62091523
15041,New Customers,75,1,113.67,0.6208403
14919,At Risk,170,1,359.35,0.620589
17748,At Risk,158,1,358.15,0.62041306
18128,At Risk,168,1,420.04,0.62038004
13651,New Customers,13,1,132.65,0.62034464
12677,At Risk,186,2,395.1,0.6203242
18091,At Risk,224,1,360.85,0.62027013
16502,At Risk,251,2,266.5,0.620241
13548,New Customers,102,1,226.58,0.6201163
18195,New Customers,18,1,101.16,0.62003595
17198,New Customers,2,1,544.02,0.6195593
17035,At Risk,222,2,180.06,0.6192268
17803,New Customers,23,1,184.66,0.61856407
16526,At Risk,215,1,426.85,0.6184161
14402,At Risk,283,1,285.6,0.6183749
15374,At Risk,255,1,139.32,0.6182965
18246,At Risk,240,1,162.72,0.61808294
18107,New Customers,73,1,167.13,0.6178944
13034,New Customers,32,1,114.05,0.61721957
15630,At Risk,275,1,295.05,0.616978
13109,At Risk,182,1,347.49,0.6167223
16312,New Customers,63,1,171.15,0.61667496
14010,At Risk,196,2,445.15,0.61626023
14767,New Customers,105,1,382.81,0.61546284
14325,At Risk,201,1,245.48,0.6153146
16737,At Risk,209,1,417.6,0.6152921
16454,At Risk,238,2,24.05,0.6152104
14571,New Customers,56,1,161.65,0.6148249
12686,New Customers,3,1,178.28,0.61413324
14969,At Risk,334,1,906.23,0.61412996
15208,New Customers,54,1,100.4,0.6140735
13859,At Risk,160,1,314.7,0.61330134
13143,At Risk,215,1,405.1,0.6131305
14678,At Risk,210,1,403.39,0.6131305
12368,At Risk,259,1,917.7,0.61188364
15264,At Risk,161,1,454.66,0.6116709
12717,At Risk,221,1,277.93,0.6115268
15613,At Risk,241,1,433.72,0.6113721
15403,New Customers,122,2,170.88,0.61110544
14084,At Risk,143,1,150.5,0.6111009
17223,New Customers,6,1,153.9,0.6109985
15929,At Risk,275,1,594.0,0.6108432
17329,At Risk,362,3,481.32,0.61080235
14521,New Customers,122,1,199.45,0.6107567
17976,New Customers,3,1,706.38,0.6107438
13257,New Customers,67,1,149.75,0.6102884
15588,At Risk,308,1,579.6,0.61027944
13625,At Risk,227,1,301.26,0.61017746
17168,New Customers,129,1,400.2,0.6095883
16615,At Risk,257,1,291.5,0.6095856
16492,At Risk,172,1,385.56,0.6093842
17437,At Risk,160,1,373.17,0.60926104
13661,At Risk,234,1,325.24,0.60885465
15042,At Risk,226,1,179.52,0.6087792
13688,At Risk,266,1,375.5,0.60876393
14153,New Customers,114,1,233.4,0.6084779
16368,New Customers,66,1,142.78,0.6083706
17938,New Customers,51,1,144.29,0.60833097
14172,At Risk,236,3,402.72,0.6080141
17280,New Customers,69,1,118.86,0.6077292
13294,At Risk,277,1,815.79,0.60760295
16781,New Customers,3,2,934.25,0.60688543
12741,At Risk,160,2,406.07,0.6067621
16583,New Customers,4,2,531.4,0.6065789
15423,At Risk,213,2,223.39,0.6064877
17149,New Customers,82,1,143.10000000000002,0.6064056
13706,At Risk,258,1,300.38,0.6063771
16886,New Customers,87,1,134.0,0.60607076
17072,At Risk,256,1,282.05,0.60575694
17579,At Risk,209,1,304.38,0.60574985
14022,New Customers,118,1,352.15000000000003,0.6055681
16328,At Risk,194,1,310.83,0.6054564
17110,At Risk,151,2,347.4,0.6053899
12410,New Customers,133,1,320.38,0.6049719
14917,At Risk,227,2,1123.75,0.6049347
13383,At Risk,174,1,305.28000000000003,0.6046116
13151,At Risk,257,2,1322.87,0.6042204
15878,At Risk,192,2,330.77,0.60368097
18256,New Customers,19,1,110.7,0.6034041
17199,At Risk,213,1,145.12,0.6030571
12974,At Risk,196,1,264.15,0.60292286
15161,New Customers,19,1,119.92,0.60264677
13387,New Customers,48,1,189.44,0.602456
15065,New Customers,42,1,168.73,0.602337
15304,New Customers,52,1,102.0,0.6016991
17474,At Risk,230,1,1047.0,0.6016718
13250,New Customers,91,2,256.04,0.6014583
14074,At Risk,254,1,219.4,0.6013572
12742,At Risk,256,1,1201.52,0.6011252
16544,At Risk,150,4,376.7000000000001,0.6010286
17843,New Customers,42,1,120.75,0.6009961
15391,At Risk,215,1,289.87,0.60087055
17070,New Customers,41,1,133.18,0.6007212
16892,At Risk,185,2,236.56,0.6007145
12801,New Customers,132,1,1071.82,0.60050225
14268,New Customers,101,1,354.85,0.6000597
15001,New Customers,25,2,230.86,0.59994763
17440,At Risk,180,1,137.16,0.59987694
15328,New Customers,39,1,107.24,0.59972525
13671,New Customers,25,1,194.95,0.5996677
13768,At Risk,357,2,875.97,0.59962034
16973,New Customers,17,1,127.0,0.5992442
14581,At Risk,175,1,295.2,0.5990775
13428,At Risk,145,2,281.51,0.5987568
13942,At Risk,165,1,320.0,0.59870225
17622,At Risk,228,2,1130.21,0.5984053
12792,At Risk,165,1,426.47,0.5982897
13144,New Customers,62,1,24.4,0.59809554
17741,New Customers,37,2,101.1,0.5977152
17657,New Customers,61,1,126.0,0.5972264
16802,At Risk,310,2,582.61,0.59718114
15718,At Risk,171,1,293.79,0.5967861
13487,New Customers,136,2,271.47,0.59648955
12837,At Risk,200,1,554.31,0.59635776
13738,New Customers,27,1,440.93,0.5961949
17902,At Risk,177,1,216.4,0.59598154
16543,At Risk,222,1,292.21,0.5957291
17195,At Risk,286,1,562.98,0.59556884
13308,At Risk,228,1,284.86,0.5954799
14463,New Customers,130,1,256.95,0.59520537
15361,At Risk,157,3,270.15,0.59513885
16559,New Customers,28,1,185.2,0.5950397
17983,New Customers,26,1,171.71,0.5950397
14338,At Risk,167,1,339.88,0.59486073
16630,New Customers,38,1,106.8,0.5946624
15689,At Risk,249,1,266.93,0.59460425
14436,At Risk,184,1,182.64,0.59456104
13445,At Risk,257,1,241.9,0.5944114
14208,At Risk,182,1,415.31,0.5943559
13974,At Risk,213,1,264.13,0.59433365
16135,At Risk,215,1,301.9,0.5940688
13600,At Risk,265,1,298.9,0.5934385
14672,At Risk,146,2,347.59,0.5933035
15968,New Customers,19,1,418.05,0.5931996
14531,New Customers,111,1,376.34,0.59304744
16649,At Risk,151,1,306.58,0.59297246
16922,At Risk,203,1,611.08,0.5929568
17765,New Customers,79,1,158.92,0.5928098
14791,At Risk,237,1,303.63,0.5926168
13752,At Risk,158,1,404.4500000000001,0.592434
15979,At Risk,233,1,329.22,0.5924261
18189,At Risk,257,1,313.49,0.5921533
15559,At Risk,199,1,1109.4,0.59178716
16683,At Risk,164,1,320.25,0.59166384
18047,New Customers,12,2,342.69,0.59133077
12519,New Customers,108,1,385.7000000000001,0.5912794
14996,New Customers,112,2,442.29,0.59120876
17009,At Risk,182,1,242.06,0.5911467
12531,At Risk,317,1,1807.98,0.5911362
16632,New Customers,116,2,406.4,0.5908517
17617,At Risk,189,1,395.33,0.5908085
15246,At Risk,186,1,266.25,0.59078175
15959,At Risk,313,3,579.49,0.59052676
14444,New Customers,87,1,132.04,0.5903572
14990,At Risk,243,2,305.42,0.5903223
18131,At Risk,263,1,222.96,0.5900128
17903,New Customers,25,1,381.09,0.5897253
14645,At Risk,265,1,279.8,0.58881766
13701,New Customers,77,1,161.0,0.5887213
17493,New Customers,16,1,100.91,0.5885563
14284,At Risk,284,1,704.4,0.58848673
14647,At Risk,154,1,276.75,0.5884809
12529,At Risk,159,1,316.48,0.58818424
13583,At Risk,310,1,664.001,0.58773524
13997,At Risk,150,3,382.31,0.5875462
14433,New Customers,96,1,289.6,0.58717984
16562,New Customers,107,1,223.86,0.5868044
14271,New Customers,40,1,106.81,0.5864902
15818,At Risk,219,1,340.5,0.58644766
17196,New Customers,58,1,352.9,0.58631206
17699,New Customers,108,2,442.0,0.5862438
15923,New Customers,3,1,254.16,0.5860009
18206,At Risk,184,1,314.66,0.58563054
15431,New Customers,133,1,153.24,0.5853448
14537,At Risk,254,1,285.84,0.5852659
13746,New Customers,44,1,176.69,0.5852391
12864,New Customers,139,1,152.45,0.58491033
17955,At Risk,286,2,392.6,0.5842354
13128,At Risk,262,1,263.5,0.5841047
15020,New Customers,10,1,203.42,0.5840165
15560,New Customers,29,2,153.52,0.5838091
16371,New Customers,79,1,157.2,0.58374554
14806,New Customers,70,1,110.04,0.5837028
13283,At Risk,198,2,279.7,0.58368915
15961,New Customers,10,1,451.29,0.58345747
13565,New Customers,42,1,174.57999999999998,0.58286846
13581,New Customers,45,1,162.53,0.58286846
16552,New Customers,4,1,190.58,0.58256304
15688,New Customers,49,1,190.57,0.5825094
16943,At Risk,170,2,482.76,0.582411
14797,New Customers,138,1,300.31,0.58222765
16780,New Customers,38,1,180.36,0.582179
13371,New Customers,136,2,2297.66,0.58212
12956,At Risk,315,3,413.82,0.5818603
14851,At Risk,261,1,318.06,0.5814666
13640,At Risk,242,1,405.0,0.5812782
13968,New Customers,54,1,123.66,0.5812591
13307,New Customers,118,2,258.34,0.5805286
17484,At Risk,207,2,209.57,0.58050555
16739,At Risk,168,1,463.43,0.58048624
14707,New Customers,66,2,139.2,0.58047104
15212,New Customers,7,1,106.48,0.58040816
16487,At Risk,208,2,209.4,0.58038247
12467,New Customers,54,1,132.8,0.58002454
13792,New Customers,53,1,188.4,0.58001024
15893,New Customers,112,1,305.28000000000003,0.57994336
16188,New Customers,39,1,105.8,0.5799071
15773,New Customers,40,1,138.84,0.5798712
15986,New Customers,13,1,186.3,0.5798128
16998,New Customers,75,1,107.0,0.579298
16917,At Risk,263,1,1466.31,0.57907724
13574,New Customers,42,1,421.25,0.57907224
13580,New Customers,37,1,107.75,0.5789961
14151,At Risk,304,2,679.45,0.5789623
17403,New Customers,81,1,118.95,0.5788244
16274,New Customers,4,1,715.9,0.57867664
14968,New Customers,89,1,357.4,0.57862914
13834,At Risk,207,2,324.19,0.57850623
14097,New Customers,112,2,422.86,0.5782302
16870,New Customers,100,1,450.16,0.5780253
18100,At Risk,181,1,451.56,0.57789147
17767,New Customers,41,1,141.85,0.57786244
17516,New Customers,9,1,189.47,0.57777566
17869,New Customers,100,2,393.66,0.5775681
16724,New Customers,35,1,147.35,0.5775658
13432,At Risk,202,2,439.1,0.57738656
17077,At Risk,209,1,306.0,0.57734567
17840,New Customers,74,1,185.72,0.5771012
14043,New Customers,122,2,304.25,0.5766989
13616,At Risk,199,2,288.1,0.5761148
18028,At Risk,214,1,192.05,0.5760276
12601,New Customers,35,1,104.2,0.57595354
17383,New Customers,84,1,110.7,0.5758358
15855,New Customers,107,1,340.48,0.5757023
18254,At Risk,212,1,267.9,0.5755829
13699,At Risk,181,1,455.57,0.5753339
17530,At Risk,213,2,455.87,0.5752538
16237,New Customers,68,1,136.65,0.575098
14840,At Risk,170,1,299.86,0.5750838
14369,At Risk,273,2,469.13,0.5750119
14935,At Risk,250,1,1065.12,0.57494336
16110,At Risk,153,1,481.79,0.5746538
15702,New Customers,107,2,140.39,0.57452464
17678,At Risk,234,1,301.65,0.57451016
15683,New Customers,104,1,330.79,0.57446617
14811,New Customers,18,1,170.5,0.57412
15873,New Customers,130,4,313.92,0.5741042
16074,New Customers,21,1,265.25,0.5738372
17219,New Customers,47,1,144.9,0.57368577
14558,At Risk,285,3,655.5,0.5735068
17169,At Risk,209,1,320.95,0.5732438
16538,At Risk,172,3,399.62,0.57305074
17792,New Customers,98,2,370.05,0.57304645
13807,At Risk,205,2,309.6,0.57292247
12691,New Customers,51,1,134.6,0.5728113
18238,At Risk,146,1,270.92,0.5726259
17959,At Risk,223,1,140.75,0.5724354
14474,At Risk,210,1,730.42,0.57226175
12730,At Risk,152,1,829.25,0.57219785
13400,At Risk,214,1,310.83,0.5721386
17390,New Customers,51,1,149.3,0.57204556
16355,New Customers,6,1,416.35,0.5719507
17751,New Customers,52,1,157.86,0.5718507
17483,New Customers,45,1,177.69,0.5717633
14176,New Customers,12,1,179.56,0.5716035
16323,At Risk,209,1,146.16,0.57105964
12592,At Risk,150,3,2145.06,0.57095695
13796,New Customers,130,1,289.7,0.57094574
16880,New Customers,124,1,321.78000000000003,0.5705447
15545,New Customers,2,1,270.66,0.570534
16534,At Risk,273,1,635.9,0.57037574
15092,New Customers,93,1,318.65,0.56991947
14314,New Customers,62,1,109.8,0.5696728
13086,New Customers,13,1,439.33,0.5696603
12996,New Customers,7,1,355.5,0.5694526
18098,New Customers,27,1,550.84,0.5692696
14972,New Customers,12,1,30.300000000000004,0.56914586
13412,At Risk,251,1,487.35,0.56900984
17185,At Risk,222,3,229.46,0.56871
16876,New Customers,34,1,136.01,0.568377
13903,New Customers,31,1,165.45000000000002,0.56835544
12768,New Customers,81,1,168.69,0.5679643
15217,At Risk,194,1,426.24,0.56773853
18054,New Customers,24,1,176.5,0.5674175
15424,New Customers,94,1,214.44,0.56716126
18270,New Customers,63,1,161.4,0.5670707
13622,At Risk,327,1,658.95,0.56668854
17089,New Customers,17,1,128.45,0.56666386
13604,At Risk,289,1,717.62,0.5664167
15405,At Risk,207,1,310.74,0.5664081
17184,At Risk,200,2,198.41000000000005,0.5660738
17202,New Customers,51,1,160.65,0.56523293
16716,At Risk,261,1,1248.48,0.56504226
12595,New Customers,136,1,299.02,0.5649571
12687,New Customers,111,2,2138.91,0.5647913
13312,New Customers,82,1,124.75,0.56478363
12414,New Customers,94,3,390.0,0.5644372
17209,At Risk,280,3,611.6,0.56442803
17918,New Customers,131,3,396.39,0.56440413
17067,At Risk,356,3,454.54,0.5643443
13399,New Customers,95,3,275.4,0.56404555
13683,New Customers,89,1,258.6,0.56359714
17036,New Customers,14,1,176.9,0.5633818
17556,New Customers,10,1,142.77,0.56298715
17039,At Risk,235,1,1954.99,0.5628011
17980,New Customers,24,1,221.97,0.56251186
17471,New Customers,105,1,321.65000000000003,0.56235814
17266,New Customers,130,2,207.09,0.56222224
15647,New Customers,46,1,169.0,0.56205434
17477,At Risk,244,2,1144.3,0.5620519
18182,New Customers,94,1,291.13,0.56191206
17022,New Customers,63,1,189.0,0.5610177
14945,New Customers,44,1,179.4,0.5607947
12784,At Risk,160,1,1230.33,0.5601153
13179,At Risk,249,1,572.3100000000001,0.5596313
12675,At Risk,185,2,958.5,0.5593146
17011,At Risk,278,2,400.8,0.5592676
15902,New Customers,11,1,145.01,0.5591987
14594,New Customers,4,1,510.0,0.55917263
12911,At Risk,182,1,1680.47,0.5590377
18187,At Risk,263,1,724.89,0.5590149
12514,At Risk,272,1,580.08,0.5583968
12503,At Risk,215,1,1126.0,0.55822164
14722,New Customers,108,2,325.45,0.5581995
17855,New Customers,4,1,417.94,0.5581388
18210,New Customers,14,1,147.45,0.55812335
16442,At Risk,235,2,282.68,0.5579076
14788,At Risk,227,1,476.88,0.55712074
16865,New Customers,32,1,130.95,0.5570381
15127,At Risk,151,1,304.97,0.5570281
17762,New Customers,87,1,129.75,0.5569873
15530,At Risk,143,1,311.37,0.5568329
16519,New Customers,116,2,237.48,0.5567815
13754,New Customers,68,1,164.45,0.5564885
16111,New Customers,59,1,562.48,0.5564673
12426,At Risk,294,1,762.48,0.5564162
14128,At Risk,182,1,286.71,0.5562477
15915,New Customers,32,1,429.21,0.5559752
13702,New Customers,76,1,135.18,0.5558983
16542,New Customers,32,1,137.7,0.5558729
16334,New Customers,123,1,277.48,0.5558329
12378,At Risk,193,1,1407.7,0.5553961
13559,At Risk,144,2,990.0,0.55531895
14491,New Customers,3,1,254.4,0.5551816
13286,At Risk,231,1,734.91,0.5548478
17723,New Customers,6,1,102.0,0.55453855
12533,At Risk,258,2,1367.89,0.5545308
13135,New Customers,122,1,275.45,0.5543856
16501,New Customers,14,1,1237.23,0.5543258
14859,At Risk,185,1,351.9,0.554272
16757,New Customers,40,1,163.65,0.55401266
17529,At Risk,241,2,1240.25,0.5539044
18279,At Risk,150,1,231.34,0.5537
15761,New Customers,74,1,143.05,0.55369055
14992,New Customers,73,1,210.5,0.5529499
14077,New Customers,26,1,115.66,0.5526929
14956,New Customers,52,1,1325.0,0.55249095
14835,At Risk,160,2,297.0,0.5513476
13584,New Customers,129,2,250.05,0.5511707
17989,New Customers,10,1,228.83,0.5508019
15837,New Customers,117,1,385.03,0.5504583
14052,New Customers,21,1,255.45,0.55028456
12661,New Customers,67,1,162.0,0.55027735
17964,New Customers,3,1,523.52,0.55002594
17808,At Risk,179,4,262.64,0.5496175
12973,New Customers,45,1,385.55,0.549212
15631,At Risk,273,1,596.67,0.54873043
14675,New Customers,19,1,462.15,0.54846984
14610,New Customers,26,2,24.35,0.548395
17907,At Risk,271,1,291.76,0.5480484
12771,New Customers,116,1,282.3,0.54794455
14058,New Customers,94,2,469.19,0.54699457
16874,New Customers,10,1,217.74,0.5462835
16589,New Customers,81,1,153.12,0.5456765
13698,At Risk,227,2,465.53,0.5449919
14893,At Risk,249,1,571.76,0.5449489
13543,At Risk,265,2,1439.61,0.54464054
16920,New Customers,42,1,355.45,0.5442386
12898,New Customers,95,2,310.96,0.544178
15257,New Customers,45,1,368.75,0.5436989
15515,New Customers,18,1,171.81,0.54351074
14061,New Customers,138,3,917.43,0.5430566
18160,New Customers,17,1,365.82,0.54301393
15077,New Customers,125,2,2428.08,0.54274094
14048,New Customers,13,2,338.76,0.54269576
14728,New Customers,44,1,190.58,0.5424109
13413,At Risk,270,6,429.44,0.54217005
18031,New Customers,9,1,462.1,0.5421596
14203,New Customers,28,1,339.34,0.54201955
12804,New Customers,96,2,327.02,0.5409033
13835,At Risk,150,3,260.7,0.54084784
15387,New Customers,123,1,468.65,0.54071975
16435,New Customers,143,3,1011.57,0.5404306
13819,At Risk,300,3,1502.0,0.54006624
17638,At Risk,278,2,842.4000000000001,0.5400526
13091,At Risk,360,2,1976.0,0.53968877
16687,New Customers,21,1,157.63,0.5392468
14252,New Customers,12,1,350.99,0.53921753
13187,At Risk,255,3,130.99,0.53916496
15451,New Customers,65,2,233.21,0.5388961
13626,New Customers,10,1,449.81,0.5388214
13935,At Risk,227,3,6116.92,0.5386932
17187,At Risk,157,1,263.76,0.53866804
15490,New Customers,61,1,217.6,0.5386123
15591,At Risk,214,3,217.9,0.5384665
17369,New Customers,87,1,979.2,0.5384479
18161,New Customers,10,1,184.41,0.53804886
18034,New Customers,6,1,370.82,0.53784156
15729,New Customers,31,2,107.55,0.53723836
15037,New Customers,7,2,402.51,0.53717685
17292,New Customers,103,2,271.75,0.5369506
16890,New Customers,107,3,285.41,0.5368411
16715,At Risk,193,1,323.8,0.53664726
12961,New Customers,10,1,211.99,0.53623176
17257,New Customers,67,2,192.73,0.5361371
13641,At Risk,272,5,1016.47,0.53564495
14142,New Customers,4,2,983.15,0.53531736
15684,At Risk,178,3,173.95,0.53523237
16024,New Customers,42,2,232.96,0.53496176
17925,New Customers,4,1,488.16,0.53468835
18026,New Customers,131,2,2074.07,0.53445464
13578,New Customers,40,1,147.66,0.5339176
17283,New Customers,9,1,188.46,0.53376603
15741,New Customers,89,2,208.62,0.53365064
13282,New Customers,37,1,181.05,0.53322697
12738,New Customers,3,1,310.7,0.53315365
18127,New Customers,34,1,212.8,0.5328491
14819,New Customers,125,2,198.09,0.5323988
15966,New Customers,81,1,426.53,0.5323083
13168,At Risk,173,1,556.12,0.5322582
16640,New Customers,28,1,179.4,0.5320942
13955,New Customers,6,1,222.21,0.53185916
18076,New Customers,11,1,151.49,0.53154564
16006,New Customers,18,1,245.77,0.5313903
13388,At Risk,234,1,508.55,0.53127944
18286,New Customers,107,2,1296.43,0.5312596
15538,At Risk,168,6,3358.4,0.5312504
15973,New Customers,60,2,372.8,0.53124577
15459,New Customers,48,2,202.83,0.5310348
17269,New Customers,16,1,537.46,0.5307952
16857,New Customers,73,1,352.8,0.5302673
16540,New Customers,45,1,226.7,0.53022003
16044,New Customers,66,1,340.84000000000003,0.5299308
16894,New Customers,133,3,1324.06,0.52966183
12387,New Customers,46,1,143.94,0.52966
16286,New Customers,108,2,328.95,0.52946305
13085,At Risk,310,6,2017.2,0.5293331
13519,New Customers,73,1,220.46,0.52869165
12366,At Risk,264,1,500.24,0.5286797
12469,At Risk,153,2,3070.54,0.52843803
17273,New Customers,55,1,141.12,0.5283123
12554,New Customers,79,1,468.5,0.5278092
14009,New Customers,93,1,404.3,0.52764714
16783,New Customers,67,1,391.95,0.5267278
13895,At Risk,146,2,1415.45,0.52631503
17687,New Customers,51,1,432.68,0.52630544
15826,At Risk,199,1,943.97,0.52612525
15461,New Customers,91,2,429.7,0.5261163
12413,New Customers,33,1,241.35,0.52595127
17731,At Risk,252,2,468.88,0.52584493
17327,New Customers,41,2,152.35,0.5254817
15996,New Customers,28,1,362.97,0.5252375
17882,New Customers,10,2,313.46,0.5251578
12983,At Risk,229,1,490.08,0.52513623
18207,New Customers,130,1,544.47,0.5246548
15280,New Customers,119,2,293.1,0.5244533
14118,New Customers,59,1,458.45,0.5240944
14784,New Customers,21,1,159.94,0.52370834
13150,New Customers,115,3,449.97,0.52366686
16069,New Customers,48,1,457.7,0.52327263
17598,New Customers,12,1,409.98,0.5230727
17106,New Customers,20,1,491.23,0.5228406
15946,New Customers,133,3,2304.18,0.5227661
13780,New Customers,38,1,375.81,0.522736
15884,New Customers,63,2,249.7,0.52251166
15310,New Customers,109,1,1634.64,0.5224931
17286,New Customers,31,2,241.56,0.5224321
14403,At Risk,221,2,404.7,0.5223048
17055,New Customers,76,1,239.55,0.521552
18089,New Customers,77,1,428.45,0.5213022
17392,New Customers,81,1,168.65,0.52066493
13175,At Risk,213,2,831.45,0.5206611
15200,New Customers,126,1,549.0500000000001,0.5206339
14281,New Customers,39,1,245.15,0.52035755
17671,New Customers,6,1,436.45,0.52030545
16067,At Risk,193,3,3395.29,0.52014935
14619,At Risk,172,1,896.8,0.52003527
12899,New Customers,45,1,366.4,0.5199967
14462,New Customers,63,1,265.99,0.5197835
18278,New Customers,35,1,240.3,0.51966125
16599,New Customers,16,1,172.8,0.5196195
14094,New Customers,70,1,335.22,0.51923186
17374,New Customers,26,1,231.34,0.5190784
